SNo,Month,Date,Country,RegionCode,RegionName,Latitude,Longitude,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases,TestsPerformed
31,2,25,ITA,14,Molise,41.55774754,14.65916051,,0,0,0,0,0,0,0,0,
32,2,25,ITA,21,P.A. Bolzano,46.49933453,11.35662422,,0,1,0,1,1,0,0,1,
33,2,25,ITA,22,P.A. Trento,46.06893511,11.12123097,,0,0,0,0,0,0,0,0,
34,2,25,ITA,1,Piemonte,45.0732745,7.680687483,,0,2,1,3,0,0,0,3,
35,2,25,ITA,16,Puglia,41.12559576,16.86736689,,0,0,0,0,0,0,0,0,
36,2,25,ITA,20,Sardegna,39.21531192,9.110616306,,0,0,0,0,0,0,0,0,
37,2,25,ITA,19,Sicilia,38.11569725,13.3623567,,0,1,2,3,3,0,0,3,
38,2,25,ITA,9,Toscana,43.76923077,11.25588885,,0,2,0,2,2,0,0,2,
39,2,25,ITA,10,Umbria,43.10675841,12.38824698,,0,0,0,0,0,0,0,0,
40,2,25,ITA,2,Valle d'Aosta,45.73750286,7.320149366,,0,0,0,0,0,0,0,0,
41,2,25,ITA,5,Veneto,45.43490485,12.33845213,,7,19,23,42,10,0,1,43,
42,2,26,ITA,13,Abruzzo,42.35122196,13.39843823,,0,0,0,0,0,0,0,0,
43,2,26,ITA,17,Basilicata,40.63947052,15.80514834,,0,0,0,0,0,0,0,0,
44,2,26,ITA,18,Calabria,38.90597598,16.59440194,,0,0,0,0,0,0,0,0,
45,2,26,ITA,15,Campania,40.83956555,14.25084984,,0,0,0,0,0,0,0,0,
46,2,26,ITA,8,Emilia-Romagna,44.49436681,11.3417208,,3,23,23,46,21,0,1,47,
47,2,26,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,,0,0,0,0,0,0,0,0,
48,2,26,ITA,12,Lazio,41.89277044,12.48366722,,0,0,0,0,0,3,0,3,
49,2,26,ITA,7,Liguria,44.41149315,8.9326992,,0,6,5,11,10,0,0,11,
50,2,26,ITA,3,Lombardia,45.46679409,9.190347404,,25,104,145,249,18,0,9,258,
51,2,26,ITA,11,Marche,43.61675973,13.5188753,,0,1,0,1,1,0,0,1,
52,2,26,ITA,14,Molise,41.55774754,14.65916051,,0,0,0,0,0,0,0,0,
53,2,26,ITA,21,P.A. Bolzano,46.49933453,11.35662422,,0,1,0,1,0,0,0,1,
54,2,26,ITA,22,P.A. Trento,46.06893511,11.12123097,,0,0,0,0,0,0,0,0,
55,2,26,ITA,1,Piemonte,45.0732745,7.680687483,,0,2,1,3,0,0,0,3,
56,2,26,ITA,16,Puglia,41.12559576,16.86736689,,0,0,0,0,0,0,0,0,
57,2,26,ITA,20,Sardegna,39.21531192,9.110616306,,0,0,0,0,0,0,0,0,
58,2,26,ITA,19,Sicilia,38.11569725,13.3623567,,0,1,2,3,0,0,0,3,
59,2,26,ITA,9,Toscana,43.76923077,11.25588885,,0,2,0,2,0,0,0,2,
60,2,26,ITA,10,Umbria,43.10675841,12.38824698,,0,0,0,0,0,0,0,0,
61,2,26,ITA,2,Valle d'Aosta,45.73750286,7.320149366,,0,0,0,0,0,0,0,0,
62,2,26,ITA,5,Veneto,45.43490485,12.33845213,,8,24,45,69,28,0,2,71,
63,2,27,ITA,13,Abruzzo,42.35122196,13.39843823,,0,1,0,1,1,0,0,1,
64,2,27,ITA,17,Basilicata,40.63947052,15.80514834,,0,0,0,0,0,0,0,0,
65,2,27,ITA,18,Calabria,38.90597598,16.59440194,,0,0,0,0,0,0,0,0,
66,2,27,ITA,15,Campania,40.83956555,14.25084984,,0,2,1,3,3,0,0,3,
67,2,27,ITA,8,Emilia-Romagna,44.49436681,11.3417208,,6,42,54,96,50,0,1,97,
68,2,27,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,,0,0,0,0,0,0,0,0,
69,2,27,ITA,12,Lazio,41.89277044,12.48366722,,0,0,0,0,0,3,0,3,
70,2,27,ITA,7,Liguria,44.41149315,8.9326992,,0,9,10,19,8,0,0,19,
71,2,27,ITA,3,Lombardia,45.46679409,9.190347404,,41,213,136,349,145,40,14,403,
72,2,27,ITA,11,Marche,43.61675973,13.5188753,,1,3,0,3,2,0,0,3,
73,2,27,ITA,14,Molise,41.55774754,14.65916051,,0,0,0,0,0,0,0,0,
74,2,27,ITA,21,P.A. Bolzano,46.49933453,11.35662422,,0,1,0,1,0,0,0,1,
75,2,27,ITA,22,P.A. Trento,46.06893511,11.12123097,,0,0,0,0,0,0,0,0,
76,2,27,ITA,1,Piemonte,45.0732745,7.680687483,,0,2,0,2,-1,0,0,2,
77,2,27,ITA,16,Puglia,41.12559576,16.86736689,,0,1,0,1,1,0,0,1,
78,2,27,ITA,20,Sardegna,39.21531192,9.110616306,,0,0,0,0,0,0,0,0,
79,2,27,ITA,19,Sicilia,38.11569725,13.3623567,,0,1,1,2,1,2,0,4,
80,2,27,ITA,9,Toscana,43.76923077,11.25588885,,0,2,0,2,0,0,0,2,
81,2,27,ITA,10,Umbria,43.10675841,12.38824698,,0,0,0,0,0,0,0,0,
82,2,27,ITA,2,Valle d'Aosta,45.73750286,7.320149366,,0,0,0,0,0,0,0,0,
83,2,27,ITA,5,Veneto,45.43490485,12.33845213,,8,27,82,109,40,0,2,111,
84,2,28,ITA,13,Abruzzo,42.35122196,13.39843823,,0,1,0,1,0,0,0,1,
85,2,28,ITA,17,Basilicata,40.63947052,15.80514834,,0,0,0,0,0,0,0,0,
86,2,28,ITA,18,Calabria,38.90597598,16.59440194,,0,0,1,1,1,0,0,1,
87,2,28,ITA,15,Campania,40.83956555,14.25084984,,0,2,2,4,1,0,0,4,
88,2,28,ITA,8,Emilia-Romagna,44.49436681,11.3417208,,6,62,81,143,48,0,2,145,
89,2,28,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,,0,0,0,0,0,0,0,0,
90,2,28,ITA,12,Lazio,41.89277044,12.48366722,,0,0,0,0,0,3,0,3,
91,2,28,ITA,7,Liguria,44.41149315,8.9326992,,0,9,10,19,0,0,0,19,
92,2,28,ITA,3,Lombardia,45.46679409,9.190347404,,47,282,192,474,128,40,17,531,
93,2,28,ITA,11,Marche,43.61675973,13.5188753,,2,5,1,6,3,0,0,6,
94,2,28,ITA,14,Molise,41.55774754,14.65916051,,0,0,0,0,0,0,0,0,
95,2,28,ITA,21,P.A. Bolzano,46.49933453,11.35662422,,0,1,0,1,0,0,0,1,
96,2,28,ITA,22,P.A. Trento,46.06893511,11.12123097,,0,0,0,0,0,0,0,0,
97,2,28,ITA,1,Piemonte,45.0732745,7.680687483,,0,7,4,11,9,0,0,11,
98,2,28,ITA,16,Puglia,41.12559576,16.86736689,,0,1,2,3,2,0,0,3,
99,2,28,ITA,20,Sardegna,39.21531192,9.110616306,,0,0,0,0,0,0,0,0,
100,2,28,ITA,19,Sicilia,38.11569725,13.3623567,,0,1,1,2,0,2,0,4,
101,2,28,ITA,9,Toscana,43.76923077,11.25588885,,0,5,2,7,6,1,0,8,
102,2,28,ITA,10,Umbria,43.10675841,12.38824698,,0,0,0,0,0,0,0,0,
103,2,28,ITA,2,Valle d'Aosta,45.73750286,7.320149366,,0,0,0,0,0,0,0,0,
104,2,28,ITA,5,Veneto,45.43490485,12.33845213,,9,33,116,149,40,0,2,151,
105,2,29,ITA,13,Abruzzo,42.35122196,13.39843823,,0,2,0,2,1,0,0,2,
106,2,29,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,
107,2,29,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,
108,2,29,ITA,15,Campania,40.83956555,14.25084984,3,0,3,10,13,9,0,0,13,
109,2,29,ITA,8,Emilia-Romagna,44.49436681,11.3417208,86,11,97,116,213,72,0,4,217,
110,2,29,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,0,0,0,0,0,0,0,0,
111,2,29,ITA,12,Lazio,41.89277044,12.48366722,3,0,3,0,3,3,3,0,6,
112,2,29,ITA,7,Liguria,44.41149315,8.9326992,4,1,5,33,38,23,4,0,42,
113,2,29,ITA,3,Lombardia,45.46679409,9.190347404,256,80,336,216,552,84,40,23,615,
114,2,29,ITA,11,Marche,43.61675973,13.5188753,6,2,8,3,11,5,0,0,11,
115,2,29,ITA,14,Molise,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,
116,2,29,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,
117,2,29,ITA,22,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,
118,2,29,ITA,1,Piemonte,45.0732745,7.680687483,7,0,7,4,11,0,0,0,11,
119,2,29,ITA,16,Puglia,41.12559576,16.86736689,1,0,1,2,3,0,0,0,3,
120,2,29,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,
121,2,29,ITA,19,Sicilia,38.11569725,13.3623567,1,0,1,1,2,0,2,0,4,
122,2,29,ITA,9,Toscana,43.76923077,11.25588885,7,0,7,3,10,3,1,0,11,
123,2,29,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,
124,2,29,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,
125,2,29,ITA,5,Veneto,45.43490485,12.33845213,24,11,35,154,189,40,0,2,191,
126,3,1,ITA,13,Abruzzo,42.35122196,13.39843823,3,0,3,2,5,3,0,0,5,
127,3,1,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,
128,3,1,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,
129,3,1,ITA,15,Campania,40.83956555,14.25084984,4,0,4,13,17,4,0,0,17,
130,3,1,ITA,8,Emilia-Romagna,44.49436681,11.3417208,127,13,140,137,277,68,0,8,285,
131,3,1,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,0,0,6,6,6,0,0,6,
132,3,1,ITA,12,Lazio,41.89277044,12.48366722,3,0,3,0,3,0,3,0,6,
133,3,1,ITA,7,Liguria,44.41149315,8.9326992,12,1,13,8,21,-17,4,0,25,
134,3,1,ITA,3,Lombardia,45.46679409,9.190347404,406,106,512,375,887,369,73,24,984,
135,3,1,ITA,11,Marche,43.61675973,13.5188753,12,5,17,8,25,14,0,0,25,
136,3,1,ITA,14,Molise,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,
137,3,1,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,
138,3,1,ITA,22,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,
139,3,1,ITA,1,Piemonte,45.0732745,7.680687483,11,2,13,36,49,38,0,0,49,
140,3,1,ITA,16,Puglia,41.12559576,16.86736689,1,0,1,2,3,0,0,0,3,
141,3,1,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,
142,3,1,ITA,19,Sicilia,38.11569725,13.3623567,1,0,1,6,7,5,2,0,9,
143,3,1,ITA,9,Toscana,43.76923077,11.25588885,7,0,7,5,12,2,1,0,13,
144,3,1,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,2,2,2,0,0,2,
145,3,1,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,
146,3,1,ITA,5,Veneto,45.43490485,12.33845213,51,13,64,197,261,72,0,2,263,
147,3,2,ITA,13,Abruzzo,42.35122196,13.39843823,3,0,3,2,5,0,0,0,5,
148,3,2,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,
149,3,2,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,
150,3,2,ITA,15,Campania,40.83956555,14.25084984,4,0,4,13,17,0,0,0,17,
151,3,2,ITA,8,Emilia-Romagna,44.49436681,11.3417208,148,16,164,160,324,50,0,11,335,
152,3,2,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,0,0,9,9,3,0,0,9,
153,3,2,ITA,12,Lazio,41.89277044,12.48366722,3,0,3,1,4,1,3,0,7,
154,3,2,ITA,7,Liguria,44.41149315,8.9326992,12,1,13,5,18,-3,4,0,22,
155,3,2,ITA,3,Lombardia,45.46679409,9.190347404,478,127,605,472,1077,270,139,38,1254,
156,3,2,ITA,11,Marche,43.61675973,13.5188753,17,6,23,11,34,10,0,1,35,
157,3,2,ITA,14,Molise,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,
158,3,2,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,
159,3,2,ITA,22,P.A. Trento,46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,
160,3,2,ITA,1,Piemonte,45.0732745,7.680687483,12,2,14,37,51,2,0,0,51,
161,3,2,ITA,16,Puglia,41.12559576,16.86736689,2,0,2,2,4,1,0,0,4,
162,3,2,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,
163,3,2,ITA,19,Sicilia,38.11569725,13.3623567,2,0,2,3,5,-2,2,0,7,
164,3,2,ITA,9,Toscana,43.76923077,11.25588885,7,0,7,5,12,0,1,0,13,
165,3,2,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,2,2,0,0,0,2,
166,3,2,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,
167,3,2,ITA,5,Veneto,45.43490485,12.33845213,53,14,67,204,271,10,0,2,273,
168,3,3,ITA,13,Abruzzo,42.35122196,13.39843823,5,0,5,1,6,1,0,0,6,
169,3,3,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,1,1,1,0,0,1,
170,3,3,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,
171,3,3,ITA,15,Campania,40.83956555,14.25084984,11,0,11,19,30,13,0,0,30,
172,3,3,ITA,8,Emilia-Romagna,44.49436681,11.3417208,187,24,211,187,398,85,4,18,420,
173,3,3,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,1,0,1,12,13,4,0,0,13,
174,3,3,ITA,12,Lazio,41.89277044,12.48366722,10,0,10,1,11,7,3,0,14,
175,3,3,ITA,7,Liguria,44.41149315,8.9326992,12,2,14,5,19,2,4,1,24,
176,3,3,ITA,3,Lombardia,45.46679409,9.190347404,698,167,865,461,1326,266,139,55,1520,
177,3,3,ITA,11,Marche,43.61675973,13.5188753,27,13,40,19,59,26,0,2,61,
178,3,3,ITA,14,Molise,41.55774754,14.65916051,3,0,3,0,3,3,0,0,3,
179,3,3,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,
180,3,3,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,3,4,4,0,0,4,
181,3,3,ITA,1,Piemonte,45.0732745,7.680687483,13,3,16,40,56,5,0,0,56,
182,3,3,ITA,16,Puglia,41.12559576,16.86736689,2,0,2,4,6,2,0,0,6,
183,3,3,ITA,20,Sardegna,39.21531192,9.110616306,1,0,1,0,1,1,0,0,1,
184,3,3,ITA,19,Sicilia,38.11569725,13.3623567,2,0,2,3,5,0,2,0,7,
185,3,3,ITA,9,Toscana,43.76923077,11.25588885,10,0,10,8,18,6,1,0,19,
186,3,3,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,6,8,6,0,0,8,
187,3,3,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,
188,3,3,ITA,5,Veneto,45.43490485,12.33845213,49,19,68,229,297,34,7,3,307,
189,3,4,ITA,13,Abruzzo,42.35122196,13.39843823,7,0,7,0,7,1,0,0,7,
190,3,4,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,1,1,0,0,0,1,
191,3,4,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,
192,3,4,ITA,15,Campania,40.83956555,14.25084984,11,0,11,20,31,1,0,0,31,
193,3,4,ITA,8,Emilia-Romagna,44.49436681,11.3417208,256,26,282,234,516,124,6,22,544,
194,3,4,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,3,0,3,15,18,5,0,0,18,
195,3,4,ITA,12,Lazio,41.89277044,12.48366722,15,3,18,9,27,16,3,0,30,
196,3,4,ITA,7,Liguria,44.41149315,8.9326992,10,3,13,8,21,2,4,1,26,
197,3,4,ITA,3,Lombardia,45.46679409,9.190347404,877,209,1086,411,1497,300,250,73,1820,
198,3,4,ITA,11,Marche,43.61675973,13.5188753,34,15,49,31,80,23,0,4,84,
199,3,4,ITA,14,Molise,41.55774754,14.65916051,3,0,3,0,3,0,0,0,3,
200,3,4,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,
201,3,4,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,4,5,1,0,0,5,
202,3,4,ITA,1,Piemonte,45.0732745,7.680687483,26,13,39,43,82,26,0,0,82,
203,3,4,ITA,16,Puglia,41.12559576,16.86736689,4,0,4,3,7,3,1,1,9,
204,3,4,ITA,20,Sardegna,39.21531192,9.110616306,1,0,1,1,2,1,0,0,2,
205,3,4,ITA,19,Sicilia,38.11569725,13.3623567,5,0,5,11,16,11,2,0,18,
206,3,4,ITA,9,Toscana,43.76923077,11.25588885,15,2,17,20,37,19,1,0,38,
207,3,4,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,7,9,1,0,0,9,
208,3,4,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,
209,3,4,ITA,5,Veneto,45.43490485,12.33845213,76,23,99,246,345,53,9,6,360,
210,3,5,ITA,13,Abruzzo,42.35122196,13.39843823,8,0,8,0,8,1,0,0,8,
211,3,5,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,1,1,0,0,0,1,
212,3,5,ITA,18,Calabria,38.90597598,16.59440194,1,0,1,1,2,1,0,0,2,
213,3,5,ITA,15,Campania,40.83956555,14.25084984,12,0,12,33,45,14,0,0,45,
214,3,5,ITA,8,Emilia-Romagna,44.49436681,11.3417208,327,32,359,299,658,154,10,30,698,
215,3,5,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,4,0,4,17,21,3,0,0,21,
216,3,5,ITA,12,Lazio,41.89277044,12.48366722,20,7,27,14,41,14,3,0,44,
217,3,5,ITA,7,Liguria,44.41149315,8.9326992,11,3,14,7,21,2,4,3,28,
218,3,5,ITA,3,Lombardia,45.46679409,9.190347404,1169,244,1413,364,1777,431,376,98,2251,
219,3,5,ITA,11,Marche,43.61675973,13.5188753,57,19,76,44,120,40,0,4,124,
220,3,5,ITA,14,Molise,41.55774754,14.65916051,4,0,4,3,7,4,0,0,7,
221,3,5,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,
222,3,5,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,5,7,2,0,0,7,
223,3,5,ITA,1,Piemonte,45.0732745,7.680687483,43,17,60,46,106,26,0,2,108,
224,3,5,ITA,16,Puglia,41.12559576,16.86736689,5,1,6,6,12,5,1,1,14,
225,3,5,ITA,20,Sardegna,39.21531192,9.110616306,2,0,2,0,2,0,0,0,2,
226,3,5,ITA,19,Sicilia,38.11569725,13.3623567,5,0,5,11,16,0,2,0,18,
227,3,5,ITA,9,Toscana,43.76923077,11.25588885,26,3,29,31,60,23,1,0,61,
228,3,5,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,7,9,0,0,0,9,
229,3,5,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,2,2,2,0,0,2,
230,3,5,ITA,5,Veneto,45.43490485,12.33845213,92,24,116,264,380,47,17,10,407,
231,3,6,ITA,13,Abruzzo,42.35122196,13.39843823,9,0,9,0,9,1,0,0,9,
232,3,6,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,2,3,2,0,0,3,
233,3,6,ITA,18,Calabria,38.90597598,16.59440194,2,0,2,2,4,2,0,0,4,
234,3,6,ITA,15,Campania,40.83956555,14.25084984,12,0,12,45,57,12,0,0,57,
235,3,6,ITA,8,Emilia-Romagna,44.49436681,11.3417208,397,53,450,366,816,172,17,37,870,
236,3,6,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,4,0,4,24,28,10,3,0,31,
237,3,6,ITA,12,Lazio,41.89277044,12.48366722,26,8,34,16,50,10,3,1,54,
238,3,6,ITA,7,Liguria,44.41149315,8.9326992,12,5,17,7,24,4,5,3,32,
239,3,6,ITA,3,Lombardia,45.46679409,9.190347404,1622,309,1931,77,2008,361,469,135,2612,
240,3,6,ITA,11,Marche,43.61675973,13.5188753,73,20,93,62,155,35,0,4,159,
241,3,6,ITA,14,Molise,41.55774754,14.65916051,3,2,5,7,12,5,0,0,12,
242,3,6,ITA,21,P.A. Bolzano,46.49933453,11.35662422,4,0,4,0,4,3,0,0,4,
243,3,6,ITA,22,P.A. Trento,46.06893511,11.12123097,4,0,4,6,10,3,0,0,10,
244,3,6,ITA,1,Piemonte,45.0732745,7.680687483,57,30,87,52,139,35,0,4,143,
245,3,6,ITA,16,Puglia,41.12559576,16.86736689,5,1,6,9,15,3,1,1,17,
246,3,6,ITA,20,Sardegna,39.21531192,9.110616306,2,0,2,3,5,3,0,0,5,
247,3,6,ITA,19,Sicilia,38.11569725,13.3623567,7,0,7,15,22,6,2,0,24,
248,3,6,ITA,9,Toscana,43.76923077,11.25588885,35,5,40,38,78,18,1,0,79,
249,3,6,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,12,16,7,0,0,16,
250,3,6,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,7,7,5,0,0,7,
251,3,6,ITA,5,Veneto,45.43490485,12.33845213,117,27,144,310,454,81,22,12,488,
252,3,7,ITA,13,Abruzzo,42.35122196,13.39843823,11,0,11,0,11,2,0,0,11,
253,3,7,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,2,3,0,0,0,3,
254,3,7,ITA,18,Calabria,38.90597598,16.59440194,2,0,2,2,4,0,0,0,4,
255,3,7,ITA,15,Campania,40.83956555,14.25084984,16,0,16,45,61,4,0,0,61,
256,3,7,ITA,8,Emilia-Romagna,44.49436681,11.3417208,464,64,528,409,937,140,25,48,1010,
257,3,7,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1,8,31,39,11,3,0,42,
258,3,7,ITA,12,Lazio,41.89277044,12.48366722,43,8,51,21,72,22,3,1,76,
259,3,7,ITA,7,Liguria,44.41149315,8.9326992,26,6,32,10,42,19,5,4,51,
260,3,7,ITA,3,Lombardia,45.46679409,9.190347404,1661,359,2020,722,2742,808,524,154,3420,
261,3,7,ITA,11,Marche,43.61675973,13.5188753,94,36,130,71,201,48,0,6,207,
262,3,7,ITA,14,Molise,41.55774754,14.65916051,3,2,5,9,14,2,0,0,14,
263,3,7,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,5,0,0,9,
264,3,7,ITA,22,P.A. Trento,46.06893511,11.12123097,6,1,7,7,14,4,0,0,14,
265,3,7,ITA,1,Piemonte,45.0732745,7.680687483,110,38,148,54,202,64,0,5,207,
266,3,7,ITA,16,Puglia,41.12559576,16.86736689,9,2,11,12,23,9,1,2,26,
267,3,7,ITA,20,Sardegna,39.21531192,9.110616306,2,0,2,3,5,0,0,0,5,
268,3,7,ITA,19,Sicilia,38.11569725,13.3623567,8,0,8,25,33,11,2,0,35,
269,3,7,ITA,9,Toscana,43.76923077,11.25588885,54,7,61,51,112,34,1,0,113,
270,3,7,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,20,24,8,0,0,24,
271,3,7,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,7,8,1,0,0,8,
272,3,7,ITA,5,Veneto,45.43490485,12.33845213,123,41,164,341,505,55,25,13,543,
273,3,8,ITA,13,Abruzzo,42.35122196,13.39843823,14,0,14,3,17,6,0,0,17,
274,3,8,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,2,4,1,0,0,4,
275,3,8,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,4,9,5,0,0,9,
276,3,8,ITA,15,Campania,40.83956555,14.25084984,30,7,37,63,100,40,1,0,101,
277,3,8,ITA,8,Emilia-Romagna,44.49436681,11.3417208,542,75,617,480,1097,170,27,56,1180,
278,3,8,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1,8,45,53,15,3,1,57,
