SNo,Month,Date,Country,RegionCode,RegionName,Latitude,Longitude,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases,TestsPerformed
3263,7,28,ITA,3,Lombardia,45.46679409,9.190347404,151,13,164,6514,6678,53,72528,16802,96008,763406
3264,7,28,ITA,11,Marche,43.61675973,13.5188753,4,0,4,116,120,11,5731,987,6838,98242
3265,7,28,ITA,14,Molise,41.55774754,14.65916051,1,0,1,24,25,0,421,23,469,26017
3266,7,28,ITA,21,P.A. Bolzano,46.49933453,11.35662422,7,0,7,78,85,2,2315,292,2692,52364
3267,7,28,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,93,94,0,4467,405,4966,71558
3268,7,28,ITA,1,Piemonte,45.0732745,7.680687483,136,5,141,660,801,12,26694,4127,31622,300716
3269,7,28,ITA,16,Puglia,41.12559576,16.86736689,15,0,15,67,82,4,3963,551,4596,160386
3270,7,28,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,16,21,6,1237,134,1392,88391
3271,7,28,ITA,19,Sicilia,38.11569725,13.3623567,29,2,31,175,206,19,2726,283,3215,211860
3272,7,28,ITA,9,Toscana,43.76923077,11.25588885,13,0,13,350,363,3,8944,1134,10441,275553
3273,7,28,ITA,10,Umbria,43.10675841,12.38824698,7,1,8,9,17,0,1368,80,1465,76851
3274,7,28,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,10,11,10,1049,146,1206,15399
3275,7,28,ITA,5,Veneto,45.43490485,12.33845213,33,0,33,721,754,24,17026,2069,19849,476975
3276,7,29,ITA,13,Abruzzo,42.35122196,13.39843823,14,1,15,94,109,4,2792,472,3373,83195
3277,7,29,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,45,47,0,374,28,449,45750
3278,7,29,ITA,18,Calabria,38.90597598,16.59440194,3,0,3,83,86,3,1072,97,1255,116558
3279,7,29,ITA,15,Campania,40.83956555,14.25084984,26,1,27,381,408,19,4132,434,4974,168298
3280,7,29,ITA,8,Emilia-Romagna,44.49436681,11.3417208,66,3,69,1382,1451,28,23865,4287,29603,384747
3281,7,29,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,8,2,10,102,112,3,2921,345,3378,124140
3282,7,29,ITA,12,Lazio,41.89277044,12.48366722,198,9,207,762,969,34,6780,862,8611,339954
3283,7,29,ITA,7,Liguria,44.41149315,8.9326992,21,0,21,176,197,20,8434,1566,10197,99364
3284,7,29,ITA,3,Lombardia,45.46679409,9.190347404,154,13,167,6396,6563,46,72689,16802,96054,768509
3285,7,29,ITA,11,Marche,43.61675973,13.5188753,5,0,5,125,130,17,5738,987,6855,98940
3286,7,29,ITA,14,Molise,41.55774754,14.65916051,1,0,1,25,26,1,421,23,470,26232
3287,7,29,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,1,7,79,86,5,2318,292,2696,52913
3288,7,29,ITA,22,P.A. Trento,46.06893511,11.12123097,0,0,0,98,98,4,4467,405,4970,71918
3289,7,29,ITA,1,Piemonte,45.0732745,7.680687483,124,5,129,672,801,14,26707,4128,31636,302380
3290,7,29,ITA,16,Puglia,41.12559576,16.86736689,17,0,17,75,92,10,3963,551,4606,162238
3291,7,29,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,20,23,2,1237,134,1394,89000
3292,7,29,ITA,19,Sicilia,38.11569725,13.3623567,29,2,31,193,224,18,2726,283,3233,213928
3293,7,29,ITA,9,Toscana,43.76923077,11.25588885,15,0,15,365,380,17,8944,1134,10458,277889
3294,7,29,ITA,10,Umbria,43.10675841,12.38824698,7,1,8,9,17,0,1368,80,1465,77327
3295,7,29,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,12,13,2,1049,146,1208,15465
3296,7,29,ITA,5,Veneto,45.43490485,12.33845213,31,0,31,753,784,42,17034,2073,19891,479840
3297,7,30,ITA,13,Abruzzo,42.35122196,13.39843823,14,1,15,91,106,4,2799,472,3377,83816
3298,7,30,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,45,47,0,374,28,449,46028
3299,7,30,ITA,18,Calabria,38.90597598,16.59440194,3,1,4,89,93,7,1072,97,1262,117676
3300,7,30,ITA,15,Campania,40.83956555,14.25084984,49,6,55,344,399,16,4157,434,4990,169546
3301,7,30,ITA,8,Emilia-Romagna,44.49436681,11.3417208,65,4,69,1402,1471,35,23874,4289,29634,390738
3302,7,30,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,9,2,11,111,122,13,2924,345,3391,124938
3303,7,30,ITA,12,Lazio,41.89277044,12.48366722,188,9,197,740,937,18,6829,863,8629,341764
3304,7,30,ITA,7,Liguria,44.41149315,8.9326992,21,0,21,175,196,13,8448,1566,10210,100167
3305,7,30,ITA,3,Lombardia,45.46679409,9.190347404,151,13,164,5871,6035,88,73305,16802,96142,775765
3306,7,30,ITA,11,Marche,43.61675973,13.5188753,6,0,6,124,130,8,5746,987,6863,99696
3307,7,30,ITA,14,Molise,41.55774754,14.65916051,1,0,1,25,26,0,421,23,470,26384
3308,7,30,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,1,7,85,92,6,2318,292,2702,53491
3309,7,30,ITA,22,P.A. Trento,46.06893511,11.12123097,0,0,0,101,101,3,4467,405,4973,72141
3310,7,30,ITA,1,Piemonte,45.0732745,7.680687483,124,5,129,661,790,10,26728,4128,31646,304335
3311,7,30,ITA,16,Puglia,41.12559576,16.86736689,17,0,17,77,94,3,3964,551,4609,163824
3312,7,30,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,20,23,0,1237,134,1394,89608
3313,7,30,ITA,19,Sicilia,38.11569725,13.3623567,33,2,35,224,259,39,2730,283,3272,216010
3314,7,30,ITA,9,Toscana,43.76923077,11.25588885,17,0,17,372,389,11,8946,1134,10469,279879
3315,7,30,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,10,17,0,1368,80,1465,77819
3316,7,30,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,11,12,0,1050,146,1208,15516
3317,7,30,ITA,5,Veneto,45.43490485,12.33845213,31,3,34,857,891,112,17039,2073,20003,482840
3318,7,31,ITA,13,Abruzzo,42.35122196,13.39843823,13,1,14,97,111,5,2799,472,3382,84411
3319,7,31,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,48,50,3,374,28,452,46410
3320,7,31,ITA,18,Calabria,38.90597598,16.59440194,3,1,4,93,97,4,1072,97,1266,118634
3321,7,31,ITA,15,Campania,40.83956555,14.25084984,48,6,54,341,395,9,4169,435,4999,170810
3322,7,31,ITA,8,Emilia-Romagna,44.49436681,11.3417208,59,4,63,1433,1496,36,23885,4289,29670,395936
3323,7,31,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,9,2,11,111,122,3,2927,345,3394,125634
3324,7,31,ITA,12,Lazio,41.89277044,12.48366722,183,9,192,753,945,18,6839,863,8647,343670
3325,7,31,ITA,7,Liguria,44.41149315,8.9326992,19,0,19,181,200,4,8447,1567,10214,100861
3326,7,31,ITA,3,Lombardia,45.46679409,9.190347404,148,7,155,5856,6011,77,73402,16806,96219,782147
3327,7,31,ITA,11,Marche,43.61675973,13.5188753,6,0,6,141,147,21,5750,987,6884,100200
3328,7,31,ITA,14,Molise,41.55774754,14.65916051,1,0,1,26,27,1,421,23,471,26528
3329,7,31,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,1,7,95,102,15,2323,292,2717,54206
3330,7,31,ITA,22,P.A. Trento,46.06893511,11.12123097,0,0,0,100,100,2,4470,405,4975,72464
3331,7,31,ITA,1,Piemonte,45.0732745,7.680687483,103,5,108,691,799,21,26739,4129,31667,305619
3332,7,31,ITA,16,Puglia,41.12559576,16.86736689,18,0,18,77,95,2,3964,552,4611,165237
3333,7,31,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,30,33,10,1237,134,1404,90445
3334,7,31,ITA,19,Sicilia,38.11569725,13.3623567,38,2,40,235,275,16,2730,283,3288,217405
3335,7,31,ITA,9,Toscana,43.76923077,11.25588885,17,0,17,370,387,14,8962,1134,10483,281692
3336,7,31,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,12,18,1,1368,80,1466,78170
3337,7,31,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,11,12,0,1050,146,1208,15574
3338,7,31,ITA,5,Veneto,45.43490485,12.33845213,33,3,36,964,1000,117,17046,2074,20120,485614
3339,8,1,ITA,13,Abruzzo,42.35122196,13.39843823,13,1,14,101,115,5,2800,472,3387,85021
3340,8,1,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,48,50,0,374,28,452,46639
3341,8,1,ITA,18,Calabria,38.90597598,16.59440194,4,1,5,92,97,3,1075,97,1269,119769
3342,8,1,ITA,15,Campania,40.83956555,14.25084984,39,3,42,355,397,10,4177,435,5009,172579
3343,8,1,ITA,8,Emilia-Romagna,44.49436681,11.3417208,67,4,71,1439,1510,56,23925,4291,29726,402424
3344,8,1,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,8,3,11,118,129,7,2927,345,3401,126425
3345,8,1,ITA,12,Lazio,41.89277044,12.48366722,172,9,181,769,950,18,6852,863,8665,345548
3346,8,1,ITA,7,Liguria,44.41149315,8.9326992,19,0,19,194,213,16,8450,1567,10230,101716
3347,8,1,ITA,3,Lombardia,45.46679409,9.190347404,158,9,167,5788,5955,55,73512,16807,96274,787173
3348,8,1,ITA,11,Marche,43.61675973,13.5188753,8,0,8,136,144,5,5758,987,6889,100767
3349,8,1,ITA,14,Molise,41.55774754,14.65916051,1,0,1,28,29,2,421,23,473,26698
3350,8,1,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,1,7,100,107,8,2326,292,2725,54755
3351,8,1,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,98,99,0,4471,405,4975,72811
3352,8,1,ITA,1,Piemonte,45.0732745,7.680687483,96,5,101,700,801,16,26753,4129,31683,307168
3353,8,1,ITA,16,Puglia,41.12559576,16.86736689,19,0,19,93,112,20,3967,552,4631,166712
3354,8,1,ITA,20,Sardegna,39.21531192,9.110616306,4,0,4,35,39,6,1237,134,1410,91026
3355,8,1,ITA,19,Sicilia,38.11569725,13.3623567,36,3,39,242,281,10,2734,283,3298,219093
3356,8,1,ITA,9,Toscana,43.76923077,11.25588885,16,0,16,376,392,6,8962,1135,10489,283394
3357,8,1,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,17,24,6,1368,80,1472,78643
3358,8,1,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,11,12,0,1050,146,1208,15609
3359,8,1,ITA,5,Veneto,45.43490485,12.33845213,28,4,32,969,1001,46,17090,2075,20166,489602
3360,8,2,ITA,13,Abruzzo,42.35122196,13.39843823,16,1,17,99,116,2,2801,472,3389,85639
3361,8,2,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,49,51,1,374,28,453,46640
3362,8,2,ITA,18,Calabria,38.90597598,16.59440194,5,1,6,92,98,1,1075,97,1270,120328
3363,8,2,ITA,15,Campania,40.83956555,14.25084984,35,3,38,363,401,7,4180,435,5016,174273
3364,8,2,ITA,8,Emilia-Romagna,44.49436681,11.3417208,68,4,72,1468,1540,49,23943,4291,29774,407452
3365,8,2,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,9,3,12,125,137,10,2929,345,3411,126943
3366,8,2,ITA,12,Lazio,41.89277044,12.48366722,176,9,185,779,964,17,6855,863,8682,347749
3367,8,2,ITA,7,Liguria,44.41149315,8.9326992,20,0,20,196,216,6,8453,1567,10236,102520
3368,8,2,ITA,3,Lombardia,45.46679409,9.190347404,153,9,162,5659,5821,38,73676,16815,96312,791698
3369,8,2,ITA,11,Marche,43.61675973,13.5188753,11,0,11,136,147,8,5763,987,6897,101330
3370,8,2,ITA,14,Molise,41.55774754,14.65916051,1,0,1,30,31,2,421,23,475,26987
3371,8,2,ITA,21,P.A. Bolzano,46.49933453,11.35662422,7,0,7,100,107,3,2329,292,2728,55385
3372,8,2,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,98,99,4,4475,405,4979,73042
3373,8,2,ITA,1,Piemonte,45.0732745,7.680687483,95,5,100,710,810,15,26759,4129,31698,308574
3374,8,2,ITA,16,Puglia,41.12559576,16.86736689,20,0,20,100,120,8,3967,552,4639,167514
3375,8,2,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,40,43,4,1237,134,1414,91373
3376,8,2,ITA,19,Sicilia,38.11569725,13.3623567,36,3,39,246,285,7,2737,283,3305,220126
3377,8,2,ITA,9,Toscana,43.76923077,11.25588885,15,0,15,382,397,9,8966,1135,10498,285083
3378,8,2,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,19,26,2,1368,80,1474,78969
3379,8,2,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,12,13,1,1050,146,1209,15680
3380,8,2,ITA,5,Veneto,45.43490485,12.33845213,27,4,31,1003,1034,45,17102,2075,20211,490763
3381,8,3,ITA,13,Abruzzo,42.35122196,13.39843823,16,1,17,107,124,9,2802,472,3398,85744
3382,8,3,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,49,51,0,374,28,453,46916
3383,8,3,ITA,18,Calabria,38.90597598,16.59440194,5,1,6,92,98,0,1075,97,1270,120567
3384,8,3,ITA,15,Campania,40.83956555,14.25084984,47,2,49,348,397,4,4187,436,5020,174985
3385,8,3,ITA,8,Emilia-Romagna,44.49436681,11.3417208,68,3,71,1489,1560,34,23957,4291,29808,409341
3386,8,3,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,9,3,12,124,136,0,2929,346,3411,127228
3387,8,3,ITA,12,Lazio,41.89277044,12.48366722,174,9,183,791,974,15,6859,864,8697,349522
3388,8,3,ITA,7,Liguria,44.41149315,8.9326992,21,0,21,174,195,2,8475,1568,10238,102878
3389,8,3,ITA,3,Lombardia,45.46679409,9.190347404,162,9,171,5624,5795,25,73724,16818,96337,794279
3390,8,3,ITA,11,Marche,43.61675973,13.5188753,13,0,13,127,140,0,5770,987,6897,101386
3391,8,3,ITA,14,Molise,41.55774754,14.65916051,1,0,1,32,33,2,421,23,477,27070
3392,8,3,ITA,21,P.A. Bolzano,46.49933453,11.35662422,7,0,7,105,112,6,2330,292,2734,55757
3393,8,3,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,97,100,2,4476,405,4981,73149
3394,8,3,ITA,1,Piemonte,45.0732745,7.680687483,95,5,100,713,813,13,26767,4131,31711,309217
3395,8,3,ITA,16,Puglia,41.12559576,16.86736689,23,0,23,102,125,9,3970,553,4648,168787
3396,8,3,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,41,44,2,1238,134,1416,91739
3397,8,3,ITA,19,Sicilia,38.11569725,13.3623567,36,3,39,249,288,3,2737,283,3308,220629
3398,8,3,ITA,9,Toscana,43.76923077,11.25588885,16,1,17,381,398,10,8974,1136,10508,285916
3399,8,3,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,20,27,1,1368,80,1475,79126
3400,8,3,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,12,13,0,1050,146,1209,15732
3401,8,3,ITA,5,Veneto,45.43490485,12.33845213,25,4,29,1022,1051,22,17106,2076,20233,491567
3402,8,4,ITA,13,Abruzzo,42.35122196,13.39843823,18,1,19,106,125,3,2804,472,3401,86079
3403,8,4,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,49,51,0,374,28,453,47142
3404,8,4,ITA,18,Calabria,38.90597598,16.59440194,6,1,7,92,99,2,1076,97,1272,121434
3405,8,4,ITA,15,Campania,40.83956555,14.25084984,44,2,46,346,392,2,4194,436,5022,175739
3406,8,4,ITA,8,Emilia-Romagna,44.49436681,11.3417208,79,4,83,1498,1581,42,23978,4291,29850,412865
3407,8,4,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,2,9,129,138,5,2932,346,3416,127931
3408,8,4,ITA,12,Lazio,41.89277044,12.48366722,179,8,187,800,987,17,6863,864,8714,351191
3409,8,4,ITA,7,Liguria,44.41149315,8.9326992,22,0,22,178,200,5,8475,1568,10243,103441
3410,8,4,ITA,3,Lombardia,45.46679409,9.190347404,160,9,169,5583,5752,44,73810,16819,96381,797918
3411,8,4,ITA,11,Marche,43.61675973,13.5188753,15,0,15,124,139,2,5773,987,6899,101871
3412,8,4,ITA,14,Molise,41.55774754,14.65916051,1,0,1,32,33,0,421,23,477,27197
3413,8,4,ITA,21,P.A. Bolzano,46.49933453,11.35662422,7,0,7,111,118,6,2330,292,2740,56024
3414,8,4,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,85,88,2,4490,405,4983,73352
3415,8,4,ITA,1,Piemonte,45.0732745,7.680687483,101,6,107,691,798,8,26789,4132,31719,310492
3416,8,4,ITA,16,Puglia,41.12559576,16.86736689,22,0,22,109,131,7,3971,553,4655,170642
3417,8,4,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,42,45,2,1239,134,1418,92306
3418,8,4,ITA,19,Sicilia,38.11569725,13.3623567,34,3,37,256,293,10,2741,284,3318,222225
3419,8,4,ITA,9,Toscana,43.76923077,11.25588885,18,0,18,387,405,11,8977,1137,10519,287473
3420,8,4,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,22,29,2,1368,80,1477,79586
3421,8,4,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,12,13,0,1050,146,1209,15819
3422,8,4,ITA,5,Veneto,45.43490485,12.33845213,32,5,37,1028,1065,20,17111,2077,20253,494299
3423,8,5,ITA,13,Abruzzo,42.35122196,13.39843823,19,1,20,120,140,19,2808,472,3420,86563
3424,8,5,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,51,53,1,373,28,454,47416
3425,8,5,ITA,18,Calabria,38.90597598,16.59440194,6,1,7,94,101,2,1076,97,1274,122492
3426,8,5,ITA,15,Campania,40.83956555,14.25084984,44,1,45,349,394,8,4198,438,5030,177414
3427,8,5,ITA,8,Emilia-Romagna,44.49436681,11.3417208,73,4,77,1532,1609,47,23997,4291,29897,418046
3428,8,5,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,8,2,10,137,147,9,2932,346,3425,128698
3429,8,5,ITA,12,Lazio,41.89277044,12.48366722,188,7,195,788,983,12,6878,865,8726,353130
3430,8,5,ITA,7,Liguria,44.41149315,8.9326992,18,0,18,189,207,7,8475,1568,10250,104340
3431,8,5,ITA,3,Lombardia,45.46679409,9.190347404,164,11,175,5648,5823,138,73872,16824,96519,803355
3432,8,5,ITA,11,Marche,43.61675973,13.5188753,15,0,15,122,137,6,5781,987,6905,102536
3433,8,5,ITA,14,Molise,41.55774754,14.65916051,1,0,1,33,34,1,421,23,478,27346
3434,8,5,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,0,8,108,116,5,2337,292,2745,56638
3435,8,5,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,76,79,1,4500,405,4984,73665
3436,8,5,ITA,1,Piemonte,45.0732745,7.680687483,94,4,98,682,780,21,26826,4134,31740,311770
3437,8,5,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,128,152,23,3973,553,4678,171932
3438,8,5,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,48,53,9,1240,134,1427,93176
3439,8,5,ITA,19,Sicilia,38.11569725,13.3623567,34,4,38,276,314,21,2741,284,3339,223645
3440,8,5,ITA,9,Toscana,43.76923077,11.25588885,18,0,18,397,415,11,8978,1137,10530,289710
3441,8,5,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,24,30,2,1369,80,1479,80145
3442,8,5,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,11,12,0,1051,146,1209,15855
3443,8,5,ITA,5,Veneto,45.43490485,12.33845213,33,6,39,1028,1067,41,17150,2077,20294,496893
3444,8,6,ITA,13,Abruzzo,42.35122196,13.39843823,20,1,21,132,153,15,2810,472,3435,86980
3445,8,6,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,51,53,0,373,28,454,47783
3446,8,6,ITA,18,Calabria,38.90597598,16.59440194,7,1,8,83,91,2,1088,97,1276,123359
3447,8,6,ITA,15,Campania,40.83956555,14.25084984,20,1,21,364,385,5,4212,438,5035,179583
3448,8,6,ITA,8,Emilia-Romagna,44.49436681,11.3417208,78,4,82,1570,1652,58,24011,4291,29954,423543
3449,8,6,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,11,2,13,140,153,7,2933,346,3432,129283
3450,8,6,ITA,12,Lazio,41.89277044,12.48366722,185,8,193,800,993,18,6886,865,8744,355838
3451,8,6,ITA,7,Liguria,44.41149315,8.9326992,20,0,20,190,210,13,8485,1568,10263,105218
3452,8,6,ITA,3,Lombardia,45.46679409,9.190347404,168,11,179,5549,5728,118,74080,16829,96637,808787
3453,8,6,ITA,11,Marche,43.61675973,13.5188753,16,0,16,125,141,9,5786,987,6914,103309
3454,8,6,ITA,14,Molise,41.55774754,14.65916051,1,0,1,33,34,0,421,23,478,27530
3455,8,6,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,0,8,116,124,12,2341,292,2757,57346
3456,8,6,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,77,80,4,4503,405,4988,74061
3457,8,6,ITA,1,Piemonte,45.0732745,7.680687483,90,4,94,684,778,22,26849,4135,31762,313748
3458,8,6,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,134,158,7,3974,553,4685,173426
3459,8,6,ITA,20,Sardegna,39.21531192,9.110616306,7,0,7,48,55,3,1241,134,1430,93975
3460,8,6,ITA,19,Sicilia,38.11569725,13.3623567,37,4,41,301,342,30,2743,284,3369,225491
3461,8,6,ITA,9,Toscana,43.76923077,11.25588885,20,0,20,405,425,17,8985,1137,10547,291429
3462,8,6,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,21,29,3,1373,80,1482,80599
3463,8,6,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,12,13,1,1051,146,1210,15940
3464,8,6,ITA,5,Veneto,45.43490485,12.33845213,36,6,42,1055,1097,58,17178,2077,20352,499706
3465,8,7,ITA,13,Abruzzo,42.35122196,13.39843823,22,1,23,167,190,39,2812,472,3474,87440
3466,8,7,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,72,74,21,373,28,475,48092
3467,8,7,ITA,18,Calabria,38.90597598,16.59440194,7,1,8,89,97,7,1089,97,1283,124400
3468,8,7,ITA,15,Campania,40.83956555,14.25084984,32,2,34,338,372,15,4240,438,5050,180679
3469,8,7,ITA,8,Emilia-Romagna,44.49436681,11.3417208,79,4,83,1592,1675,54,24041,4292,30008,429300
3470,8,7,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,13,3,16,139,155,4,2935,346,3436,129930
3471,8,7,ITA,12,Lazio,41.89277044,12.48366722,184,8,192,816,1008,20,6891,865,8764,357556
3472,8,7,ITA,7,Liguria,44.41149315,8.9326992,22,1,23,193,216,9,8488,1568,10272,105914
3473,8,7,ITA,3,Lombardia,45.46679409,9.190347404,170,9,179,5466,5645,69,74232,16829,96706,813260
3474,8,7,ITA,11,Marche,43.61675973,13.5188753,13,0,13,145,158,21,5790,987,6935,103904
3475,8,7,ITA,14,Molise,41.55774754,14.65916051,1,0,1,34,35,1,421,23,479,27685
3476,8,7,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,0,8,120,128,4,2341,292,2761,57987
3477,8,7,ITA,22,P.A. Trento,46.06893511,11.12123097,5,0,5,77,82,4,4505,405,4992,74347
3478,8,7,ITA,1,Piemonte,45.0732745,7.680687483,88,3,91,701,792,37,26871,4136,31799,315167
3479,8,7,ITA,16,Puglia,41.12559576,16.86736689,26,0,26,144,170,11,3973,553,4696,174742
3480,8,7,ITA,20,Sardegna,39.21531192,9.110616306,8,0,8,50,58,3,1241,134,1433,94626
3481,8,7,ITA,19,Sicilia,38.11569725,13.3623567,37,4,41,328,369,27,2743,284,3396,226979
3482,8,7,ITA,9,Toscana,43.76923077,11.25588885,18,0,18,417,435,13,8988,1137,10560,292933
3483,8,7,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,25,33,6,1375,80,1488,80959
3484,8,7,ITA,2,Valle d'Aosta,45.73750286,7.320149366,5,0,5,12,17,4,1051,146,1214,15985
3485,8,7,ITA,5,Veneto,45.43490485,12.33845213,31,6,37,1178,1215,183,17242,2078,20535,505441
3486,8,8,ITA,13,Abruzzo,42.35122196,13.39843823,24,1,25,172,197,12,2817,472,3486,87799
3487,8,8,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,73,75,1,373,28,476,48319
3488,8,8,ITA,18,Calabria,38.90597598,16.59440194,9,1,10,91,101,4,1089,97,1287,125275
3489,8,8,ITA,15,Campania,40.83956555,14.25084984,32,2,34,338,372,5,4245,438,5055,181846
3490,8,8,ITA,8,Emilia-Romagna,44.49436681,11.3417208,81,4,85,1627,1712,44,24046,4294,30052,434744
3491,8,8,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,11,3,14,146,160,6,2936,346,3442,130500
3492,8,8,ITA,12,Lazio,41.89277044,12.48366722,189,8,197,820,1017,20,6901,866,8784,359225
3493,8,8,ITA,7,Liguria,44.41149315,8.9326992,20,1,21,193,214,4,8493,1569,10276,105987
3494,8,8,ITA,3,Lombardia,45.46679409,9.190347404,162,9,171,5376,5547,76,74403,16832,96782,816988
3495,8,8,ITA,11,Marche,43.61675973,13.5188753,14,0,14,142,156,3,5795,987,6938,104534
3496,8,8,ITA,14,Molise,41.55774754,14.65916051,1,0,1,34,35,0,421,23,479,27851
3497,8,8,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,0,8,115,123,5,2351,292,2766,58633
3498,8,8,ITA,22,P.A. Trento,46.06893511,11.12123097,5,0,5,74,79,1,4509,405,4993,74756
3499,8,8,ITA,1,Piemonte,45.0732745,7.680687483,87,3,90,700,790,31,26904,4136,31830,316746
3500,8,8,ITA,16,Puglia,41.12559576,16.86736689,27,0,27,151,178,9,3973,554,4705,176113
3501,8,8,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,48,54,0,1245,134,1433,95280
3502,8,8,ITA,19,Sicilia,38.11569725,13.3623567,37,4,41,356,397,28,2743,284,3424,228395
3503,8,8,ITA,9,Toscana,43.76923077,11.25588885,14,1,15,442,457,23,8989,1137,10583,294690
3504,8,8,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,34,42,10,1376,80,1498,81336
3505,8,8,ITA,2,Valle d'Aosta,45.73750286,7.320149366,5,0,5,14,19,2,1051,146,1216,16048
3506,8,8,ITA,5,Veneto,45.43490485,12.33845213,29,6,35,1193,1228,63,17287,2083,20598,508892
3507,8,9,ITA,13,Abruzzo,42.35122196,13.39843823,23,1,24,189,213,16,2817,472,3502,88565
3508,8,9,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,73,75,0,373,28,476,48319
3509,8,9,ITA,18,Calabria,38.90597598,16.59440194,9,1,10,90,100,0,1090,97,1287,125829
3510,8,9,ITA,15,Campania,40.83956555,14.25084984,29,2,31,357,388,22,4251,438,5077,182840
3511,8,9,ITA,8,Emilia-Romagna,44.49436681,11.3417208,81,4,85,1675,1760,69,24066,4295,30121,438547
3512,8,9,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,11,3,14,152,166,7,2937,346,3449,131023
3513,8,9,ITA,12,Lazio,41.89277044,12.48366722,189,8,197,849,1046,38,6910,866,8822,361238
3514,8,9,ITA,7,Liguria,44.41149315,8.9326992,20,2,22,194,216,7,8498,1569,10283,107771
3515,8,9,ITA,3,Lombardia,45.46679409,9.190347404,155,9,164,5424,5588,71,74432,16833,96853,820541
